StudentID,GPA,Hackathons,Papers,Teacher Assistance,Core Engineering Score,Consistency,Extracurriculars,Internships,Leadership Roles
173,7.56,0,0,2,79,87,5.28,1,0
174,6.13,4,3,1,72,90,4.02,3,0
175,8.23,0,1,1,83,67,0.29,0,1
176,5.87,3,3,2,100,67,7.53,3,0
177,8.45,1,3,1,62,93,9.72,2,1
178,6.93,2,4,2,69,82,6.2,2,1
179,9.68,1,2,2,60,69,8.57,3,1
180,5.69,4,4,0,72,96,5.17,2,1
181,6.71,5,1,1,73,84,2.32,3,0
182,5.57,2,0,0,92,92,0.14,3,1
183,9.62,1,1,1,61,63,6.53,3,0
184,9.39,2,4,2,61,66,4.93,2,1
185,6.29,5,4,1,98,92,7.82,2,0
186,8.3,0,4,2,100,61,6.95,2,0
187,9.09,3,4,1,90,91,9.88,3,1
188,7.78,1,3,0,63,64,5.1,1,1
189,7.65,4,0,0,93,76,4.27,2,1
190,6.21,0,3,2,78,71,2.87,1,0
191,5.47,1,4,0,96,71,4.77,2,1
192,9.49,0,2,2,68,94,8.73,0,1
193,9.5,4,3,2,83,80,0.42,0,1
194,8.17,1,4,2,72,80,9.78,0,0
195,6.7,5,4,1,89,61,9.93,1,1
196,6.75,5,0,2,78,80,5.98,2,1
197,8.63,4,1,0,100,74,3.32,3,0
198,9.49,2,3,1,69,70,2.23,1,1
199,9.44,4,3,0,73,69,2.76,2,0
200,8.9,2,3,2,99,77,0.5,0,0
201,8.21,1,4,2,79,82,4.75,1,0
202,5.42,2,0,0,63,90,0.57,2,0
203,5.81,1,4,1,97,85,7.18,3,0
204,9.49,1,4,0,98,61,3.72,1,0
205,8.03,3,2,2,64,98,1.99,3,0
206,5.05,1,0,1,91,66,5.45,1,0
207,5.51,2,3,2,65,83,9.74,0,0
208,8.32,3,1,2,73,98,6.95,0,0
209,5.03,3,3,0,65,91,4.92,0,0
210,5.8,1,4,2,73,85,7.77,3,0
211,7.74,4,0,0,71,82,7.37,0,0
212,8.46,4,0,1,86,73,8.92,3,0
213,8.26,5,0,2,85,88,2.05,3,1
214,6.12,3,2,2,71,84,8.59,3,0
215,8.56,1,3,1,67,90,3.01,0,1
216,6.19,4,2,0,69,61,9.41,2,1
217,6.63,1,1,2,75,61,2.81,3,1
218,8.73,1,4,1,85,82,9.27,2,1
219,8.25,3,2,2,67,70,9.64,3,1
220,9.25,5,2,0,100,88,1.45,0,1
221,8.29,3,4,0,88,94,9.74,0,0
222,7.84,0,0,0,79,68,0.86,0,1
223,5.47,4,4,0,76,91,2.19,1,0
224,6.84,4,3,1,78,89,4.44,0,0
225,6.33,4,4,2,76,74,9.94,2,1
226,6.22,2,0,1,98,73,4.89,3,0
227,9.87,1,4,0,60,76,5.5,2,0
228,6.97,3,2,0,88,81,6.94,1,1
229,9.46,4,1,0,73,89,9.68,2,0
230,8.16,0,2,0,76,76,7.83,3,1
231,8.97,4,1,2,72,75,2.24,3,1
232,7.51,5,4,0,88,67,3.03,0,1
233,7.88,1,3,2,93,98,0.98,1,1
234,7.46,1,4,0,86,90,6.44,1,1
235,5.98,3,0,2,92,71,1.81,2,0
236,8.61,2,4,2,88,92,2.57,0,1
237,6.4,3,1,0,96,71,8.88,0,1
238,5.12,4,2,1,98,84,3.27,0,0
239,8.23,5,3,1,78,97,5.67,3,1
240,5.89,0,4,1,83,77,3.98,1,1
241,9.7,3,4,1,73,78,0.74,2,1
242,9.77,2,2,1,96,62,3.63,2,1
243,9.57,3,3,0,64,94,4.08,2,1
244,6.85,1,4,0,83,64,8.96,0,1
245,5.08,4,4,0,93,94,3.24,1,1
246,9.64,4,1,0,90,86,3.79,1,0
247,7.14,4,1,0,89,96,7.83,3,1
248,9.83,4,0,0,68,80,7.59,3,0
249,9.82,4,2,2,86,75,7.98,3,1
250,9.27,4,3,2,87,87,9.54,2,1
251,6.47,0,4,0,85,84,7.96,2,1
252,6.93,2,4,0,77,92,4.08,1,0
253,9.26,4,0,2,95,76,8.22,3,0
254,6.58,2,4,2,67,89,5.09,2,0
255,5.85,5,2,0,77,100,2.78,3,1
256,7.78,4,0,2,79,63,3.03,3,1
257,9.68,3,2,1,91,61,2.24,1,0
258,8.48,4,0,1,88,68,1.45,1,0
259,7.85,1,4,1,77,90,1.84,2,1
260,5.49,0,0,2,66,84,0.63,1,1
261,8.08,3,1,0,60,96,8.88,3,1
262,9.95,3,3,0,87,95,9.31,1,0
263,5.7,1,4,0,92,64,5.87,3,0
264,7.59,4,3,2,63,83,8.4,3,1
265,9.39,0,4,2,79,83,1.84,2,1
266,8.7,3,3,1,95,88,9.02,2,1
267,8.49,0,1,2,90,90,5.06,2,0
268,8.51,3,3,1,97,96,0.67,3,1
269,6.8,4,0,1,87,78,1.41,1,0
270,6.47,5,3,0,62,82,3.09,2,0
271,9.05,3,4,2,65,94,0.44,2,0
272,9.05,5,2,0,82,65,3.09,1,1
273,9.34,3,3,0,66,65,0.6,1,1
274,9.57,2,3,2,95,96,2.36,2,0
275,7.56,4,3,2,60,89,2.66,3,0
276,7.51,1,4,1,65,60,9.94,3,1
277,8.99,5,3,1,83,67,2.36,2,0
278,8.25,1,4,1,96,87,2.39,1,1
279,8.51,4,4,1,95,84,6.87,3,1
280,8.98,1,2,0,83,92,8.59,1,1
281,9.45,4,0,0,97,97,3.87,0,1
282,6.69,1,4,2,88,73,8.76,1,0
283,6.88,5,1,1,96,70,3.4,1,1
284,5.47,2,3,1,91,61,1.97,0,0
285,7.89,1,1,1,84,89,3.3,3,0
286,5.18,5,3,0,69,89,6.09,3,0
287,7.33,3,2,2,94,63,3.67,3,1
288,7.71,4,4,0,84,72,6.73,2,1
289,6.43,0,0,2,86,66,2.37,0,0
290,7.95,0,4,2,91,97,7.01,1,1
291,5.15,4,3,0,71,62,3.47,0,1
292,5.19,2,0,0,63,68,4.56,0,1
293,9.11,1,4,2,85,73,5.58,0,1
294,6.8,2,0,0,62,70,6.86,0,1
295,5.64,0,3,0,76,96,2.39,0,0
296,7.61,5,2,2,68,73,8.36,0,1
297,8.85,4,2,2,88,78,7.22,2,1
298,6.08,4,4,1,60,67,2.34,0,0
299,8.11,2,1,0,77,66,9.75,0,1
300,5.43,5,3,2,100,66,6.65,3,0
301,5.26,2,4,0,79,62,4.52,0,0
302,7.66,1,4,0,100,62,1.58,0,1
303,7.7,3,2,2,93,77,5.33,3,0
304,8.19,5,0,1,87,92,1.65,3,0
305,8.63,3,3,2,94,96,4.29,3,1
306,9.88,1,0,2,75,87,4.09,1,0
307,7.58,3,3,0,80,95,7.2,0,1
308,6.61,0,1,1,72,75,1.92,0,0
309,8.98,3,2,2,94,74,8.22,0,1
310,6.35,1,1,0,91,88,3.26,3,0
311,7.19,3,4,2,97,77,4.44,2,1
312,5.39,4,2,0,65,78,7.72,0,1
313,5.13,2,4,2,97,88,6.25,3,0
314,9.81,0,1,1,97,65,3.08,3,0
315,9.18,4,3,2,72,86,3.86,3,1
316,8.48,4,4,0,98,66,3.06,1,0
317,7.04,1,0,2,72,86,5.95,3,0
318,5.87,2,3,1,71,78,3.33,2,0
319,5.78,2,3,1,92,76,7.26,1,1
320,6.25,5,1,1,87,100,5.8,3,1
321,7.75,0,1,1,62,70,1.46,2,1
322,8.57,1,2,0,77,64,3.1,2,0
323,8.3,0,2,2,85,61,2.21,0,0
324,6.4,5,0,1,99,71,3.9,3,0
325,9.77,3,3,2,61,70,5.16,3,1
326,8.69,4,0,0,63,69,5.07,0,1
327,7.77,0,0,2,87,87,7.55,2,1
328,8.06,4,1,2,87,66,1.89,3,1
329,7.1,1,0,1,84,73,9.46,0,0
330,6.24,3,0,1,85,72,3.43,0,0
331,6.78,1,4,0,61,64,3.0,2,0
332,8.79,3,2,2,93,67,6.85,2,1
333,5.07,3,2,0,89,60,8.06,3,0
334,5.58,4,3,0,80,64,3.78,3,0
335,5.23,1,2,0,96,70,7.47,1,1
336,5.2,1,3,1,82,69,8.84,2,1
337,9.28,0,4,1,92,74,7.67,1,0
338,8.52,1,2,2,61,98,0.34,1,1
339,7.37,0,4,2,86,88,8.27,0,0
340,5.49,2,2,2,81,84,7.74,0,0
341,7.46,2,2,1,93,65,6.69,3,1
342,7.37,2,4,1,75,70,7.6,2,1
343,5.87,5,0,0,79,76,9.79,2,0
344,7.17,1,0,1,85,74,4.31,1,1
345,6.99,5,0,0,75,75,0.67,1,1
346,8.08,1,0,0,65,61,4.61,3,0
347,8.18,0,2,1,82,95,0.46,0,0
348,5.23,5,1,0,96,78,2.94,2,0
349,6.87,5,4,0,67,97,5.87,2,1
350,8.13,5,1,2,65,80,3.1,2,1
351,7.52,3,1,0,96,70,6.85,2,1
352,9.28,0,3,1,81,100,8.22,0,0
353,8.29,2,0,1,65,62,4.2,3,1
354,5.81,0,2,0,91,93,9.0,3,0
355,5.35,3,0,2,76,77,0.8,0,1
356,8.21,1,0,1,97,74,8.4,3,0
357,5.13,0,1,1,76,84,8.29,3,1
358,7.93,5,3,2,96,74,3.22,1,0
359,9.7,2,0,0,82,89,2.99,0,0
360,7.88,2,4,1,72,76,3.05,3,0
361,6.94,1,4,0,91,77,8.11,1,0
362,8.22,0,0,0,81,90,8.32,0,1
363,7.29,3,1,0,66,77,3.3,0,1
364,7.73,1,1,0,81,94,5.93,2,1
365,9.71,0,2,1,80,72,1.39,1,1
366,6.93,4,3,2,65,73,4.69,1,1
367,9.81,2,1,1,73,95,9.99,1,0
368,9.53,3,2,2,75,77,1.59,0,1
369,5.98,5,4,0,62,64,9.48,2,1
370,5.35,3,4,2,68,73,8.24,0,0
371,5.5,5,4,0,80,84,9.72,3,1
372,5.09,3,0,1,89,98,1.8,3,1
373,5.47,2,3,1,89,71,2.14,3,1
374,8.42,5,2,2,91,99,0.17,2,0
375,5.36,0,3,0,82,87,7.25,0,0
376,6.59,5,0,0,62,94,6.44,1,1
377,9.22,1,2,2,60,60,1.78,3,0
378,5.12,0,2,0,62,62,7.91,3,1
379,9.07,1,1,0,96,66,2.99,0,0
380,6.41,3,3,0,66,68,1.35,1,0
381,5.59,0,3,1,62,95,4.23,2,1
382,8.48,3,1,1,95,82,0.91,3,0
383,8.14,4,4,1,62,83,2.63,3,1
384,9.39,3,0,0,63,69,3.71,3,0
385,8.68,3,3,1,90,71,8.52,1,1
386,9.02,1,1,0,61,78,7.93,3,0
387,6.41,5,2,0,73,91,4.43,1,1
388,5.89,4,1,2,96,83,7.25,3,1
389,8.75,3,4,0,90,81,5.69,3,1
390,9.03,3,0,1,61,62,3.41,1,1
391,9.95,4,4,1,90,99,7.26,1,0
392,7.06,4,2,0,81,86,6.83,2,1
393,6.86,0,2,1,69,78,6.19,0,0
394,8.88,1,2,0,89,68,6.18,3,0
395,6.7,4,2,2,92,72,6.83,3,1
396,9.65,4,1,0,78,61,3.85,0,1
397,9.29,2,2,0,84,95,8.69,0,1
398,7.14,5,2,2,60,88,1.62,0,1
399,8.75,4,1,1,91,70,8.84,3,0
400,8.77,1,2,2,84,93,3.42,3,1
401,5.52,5,4,2,100,63,1.25,3,1
402,9.51,5,4,0,76,63,6.0,1,1
403,7.53,3,3,0,73,60,3.76,2,1
404,9.13,3,4,2,72,84,8.15,2,0
405,6.6,3,0,1,97,85,4.31,0,0
406,9.48,3,0,2,98,70,6.69,0,0
407,6.95,2,0,1,61,82,3.08,3,1
408,5.05,4,1,2,91,61,2.09,2,0
409,9.53,3,4,2,91,78,3.88,2,1
410,5.46,0,0,1,99,88,6.07,1,0
411,6.6,3,3,2,65,99,6.57,3,1
412,9.75,4,1,0,84,63,5.78,3,0
413,9.75,3,3,2,62,75,9.88,2,1
414,7.87,2,4,0,77,96,6.91,2,1
415,8.16,1,2,1,97,86,9.32,1,0
416,7.24,1,3,1,62,64,1.18,1,1
417,6.47,4,2,0,64,74,0.61,3,0
418,6.64,1,1,2,83,82,3.11,1,0
419,8.36,1,3,0,93,62,1.37,2,0
420,8.76,0,3,0,98,77,5.26,3,1
421,8.96,4,1,1,83,85,5.19,2,0
422,8.95,4,1,0,95,65,5.75,3,1
423,5.46,1,0,2,87,76,7.45,3,1
424,7.47,1,4,0,93,97,9.71,2,0
425,5.29,1,3,1,75,86,8.78,3,0
426,7.75,5,3,2,95,79,1.18,3,1
427,7.21,2,1,1,66,65,3.39,1,1
428,9.44,3,1,0,77,94,2.56,2,0
429,6.75,2,4,0,65,71,1.77,2,1
430,5.59,4,1,1,87,62,5.45,1,1
431,5.71,0,2,1,98,63,5.53,3,1
432,8.81,3,2,2,93,63,2.27,0,0
433,8.09,0,2,1,100,63,7.12,0,0
434,5.51,5,2,1,88,98,7.33,2,0
435,5.42,4,4,0,63,80,0.21,1,1
436,8.5,5,3,0,73,61,3.96,3,0
437,5.36,4,2,1,64,75,8.9,1,0
438,9.11,0,1,1,84,66,5.2,3,1
439,8.53,0,2,0,98,78,3.48,2,0
440,5.41,0,4,2,67,92,2.54,2,0
441,5.42,4,1,2,74,68,2.43,0,0
442,9.93,1,2,2,78,96,1.0,1,1
443,6.87,0,3,2,70,76,8.17,2,1
444,6.85,5,1,0,79,86,0.87,1,0
445,9.06,3,1,1,95,92,2.92,2,1
446,9.74,4,3,2,77,71,0.46,3,0
447,9.93,5,1,0,73,70,7.81,3,0
448,8.77,2,2,1,97,72,0.39,0,0
449,6.88,2,1,2,84,90,3.08,2,0
450,5.42,3,2,1,75,72,5.73,0,1
451,8.89,1,3,2,77,97,4.1,0,0
452,7.79,0,0,1,60,85,2.82,2,1
453,7.12,4,3,2,99,90,2.75,2,1
454,9.53,5,2,2,60,81,7.98,3,0
455,5.56,0,4,1,60,65,9.74,0,0
456,7.46,5,3,1,80,79,3.48,3,0
457,5.06,4,4,1,84,80,0.39,1,0
458,7.34,2,4,0,86,69,0.37,1,1
459,5.28,0,2,0,69,78,7.59,0,1
460,5.59,3,2,1,71,94,5.52,0,1
461,5.59,1,0,0,87,85,7.84,2,1
462,8.25,3,1,2,91,66,6.97,2,0
463,8.73,1,3,1,92,96,9.08,0,0
464,7.92,5,2,0,67,67,8.86,0,1
465,9.81,0,3,1,85,64,7.88,1,1
466,6.87,0,4,2,100,95,4.75,3,1
467,6.43,1,1,2,61,87,3.08,1,0
468,9.34,2,0,0,94,62,5.07,1,0
469,6.12,4,3,2,93,98,5.02,3,1
470,9.82,3,1,1,65,67,6.1,0,0
471,5.06,5,0,0,90,74,1.86,0,1
472,9.85,3,3,1,82,86,6.56,1,1
473,5.22,3,1,1,71,95,4.57,1,0
474,9.46,5,2,1,87,75,6.2,3,0
475,7.64,5,3,2,74,85,2.4,2,1
476,9.96,0,1,1,78,63,4.34,2,0
477,5.37,3,0,2,71,71,2.1,0,0
478,7.77,4,1,1,61,76,8.75,2,0
479,9.85,4,2,2,70,100,4.88,0,0
480,7.62,1,3,2,96,85,2.25,0,0
481,8.15,5,3,2,97,90,0.41,0,0
482,8.48,0,3,1,84,74,6.76,3,1
483,7.27,4,2,1,80,93,2.15,1,1
484,8.14,2,0,2,95,88,9.9,2,1
485,7.92,0,3,1,68,68,5.34,3,1
486,9.51,0,0,2,71,73,2.89,2,0
487,5.23,4,1,1,69,95,6.58,3,1
488,6.4,2,0,2,64,63,2.75,2,0
489,9.75,1,0,2,92,97,8.2,2,1
490,9.45,4,3,0,64,96,3.08,1,1
491,7.28,2,4,1,75,83,9.88,2,0
492,8.1,0,4,1,96,76,6.05,3,0
493,6.39,2,2,0,96,72,8.44,2,1
494,5.94,0,2,2,88,79,0.73,1,0
495,7.32,4,4,2,77,76,3.48,2,0
496,6.77,5,1,0,88,86,7.37,3,0
497,7.92,4,3,0,65,92,6.55,2,0
498,5.39,3,3,2,77,80,1.94,1,1
499,9.87,3,1,1,91,76,3.56,1,0
500,9.93,3,1,0,90,81,2.63,1,1
501,8.49,4,4,0,70,84,6.13,1,1
502,7.68,1,2,0,85,62,3.45,0,1
503,6.55,4,1,0,87,86,3.09,1,1
504,9.07,5,2,0,86,86,2.07,2,1
505,8.42,2,0,0,78,71,4.09,2,1
506,5.81,4,3,2,86,74,1.96,2,1
507,9.55,4,4,2,79,97,9.63,2,0
508,9.11,0,3,0,62,79,1.55,0,1
509,9.75,0,4,2,75,81,9.13,0,0
510,8.63,0,0,1,98,61,4.28,0,0
511,8.07,4,3,1,88,63,3.78,2,1
512,7.09,1,0,0,74,72,2.31,3,1
513,9.66,2,4,1,89,91,6.36,3,1
514,9.33,2,1,1,99,81,6.86,2,0
515,5.23,5,3,2,60,84,4.68,1,0
516,5.13,1,0,2,88,86,0.56,1,0
517,6.88,1,3,2,89,76,9.19,2,1
518,9.05,2,3,2,99,65,9.8,1,0
519,9.94,3,3,1,91,75,4.31,1,1
520,5.75,0,2,0,69,67,6.14,3,0
521,7.97,0,0,2,86,92,4.5,2,1
522,6.9,2,0,1,67,69,3.22,0,1
523,9.85,1,3,2,95,93,0.77,3,1
524,9.21,5,1,1,94,78,4.56,2,0
525,9.19,3,3,2,95,73,8.18,2,0
526,7.34,2,2,0,95,62,0.17,3,0
527,7.07,0,4,2,84,100,5.82,1,0
528,6.37,4,2,0,79,82,8.81,1,0
529,5.28,1,1,2,76,99,2.18,3,1
530,9.32,4,3,2,82,70,1.83,2,1
531,9.06,5,0,2,84,65,7.72,0,1
532,10.0,2,3,1,90,93,2.55,2,1
533,9.98,0,1,1,65,60,1.92,0,0
534,7.78,3,0,0,94,94,3.78,0,0
535,8.84,4,2,0,63,84,3.93,2,1
536,9.72,3,4,1,99,88,8.74,2,1
537,9.25,5,4,0,79,82,6.18,2,0
538,6.24,0,3,0,100,77,4.06,0,0
539,7.25,4,2,1,60,73,5.34,1,1
540,5.65,5,1,1,85,76,9.54,0,1
541,9.77,3,4,1,93,61,1.13,0,0
542,8.03,3,2,1,69,90,2.08,0,0
543,6.14,4,3,2,82,78,9.63,3,0
544,8.36,0,0,1,83,91,9.57,1,1
545,8.09,3,3,0,72,87,1.77,0,1
546,6.79,2,3,2,88,100,1.45,0,0
547,5.57,5,2,2,86,67,4.21,3,1
548,8.36,4,4,0,90,100,0.5,0,1
549,7.6,1,2,2,69,99,6.55,1,0
550,8.86,1,0,0,90,98,0.77,0,1
551,7.6,0,2,2,98,81,0.58,1,1
552,9.26,2,1,2,69,83,4.85,1,1
553,7.76,3,3,0,83,97,9.58,2,0
554,7.8,1,4,0,92,61,4.27,3,0
555,9.38,0,0,0,73,100,3.56,3,1
556,7.02,5,3,0,94,100,9.98,3,1
557,5.67,2,2,1,93,78,5.32,2,1
558,5.14,2,1,1,76,100,3.75,2,1
559,8.78,0,2,0,80,61,3.86,1,0
560,8.1,0,3,1,91,87,1.95,3,1
561,8.52,3,0,0,62,91,5.12,2,1
562,6.06,0,4,0,74,78,4.39,2,1
563,5.68,3,3,2,67,75,2.71,2,1
564,5.07,3,0,0,91,89,1.61,1,0
565,6.75,4,3,0,97,81,3.11,0,1
566,7.95,2,1,0,85,73,5.09,2,0
567,6.96,5,2,0,89,60,0.58,2,0
568,7.19,2,4,2,68,61,1.54,2,1
569,9.52,2,0,0,91,81,9.48,3,0
570,6.74,4,4,2,70,92,5.43,3,0
571,7.57,3,4,0,81,74,0.63,2,0
572,8.92,3,4,2,93,100,6.93,1,1
573,6.98,0,0,1,100,81,0.62,0,0
574,8.11,4,0,2,77,99,7.39,3,0
575,9.31,0,4,2,78,98,7.5,0,1
576,9.75,4,2,0,77,100,6.51,2,0
577,5.74,0,3,2,96,100,7.32,3,1
578,9.63,1,4,2,77,70,0.88,0,1
